Time_Col,X,Y,Z,Output
0.005508,-0.017686,-0.036396,-0.012893,H_20Hz
0.005547,-0.010339,-0.043223,-0.014013,H_20Hz
0.005586,-0.007371,-0.046218,-0.009253,H_20Hz
0.005625,-0.004406,-0.038721,-0.013194,H_20Hz
0.005664,-0.000642,-0.025998,-0.023557,H_20Hz
0.005703,-0.001483,-0.018767,-0.02363,H_20Hz
0.005742,-0.006032,-0.017272,-0.018019,H_20Hz
0.005781,-0.003075,-0.019172,-0.015915,H_20Hz
0.00582,-0.001335,-0.022992,-0.013546,H_20Hz
0.005859,-0.004986,-0.026662,-0.0095,H_20Hz
0.005898,-0.003653,-0.026138,-0.016077,H_20Hz
0.005938,-0.003989,-0.016535,-0.019509,H_20Hz
0.005977,-0.002567,-0.006806,-0.015924,H_20Hz
0.006016,-0.005255,-0.001739,-0.024363,H_20Hz
0.006055,-0.017469,0.001167,-0.021539,H_20Hz
0.006094,-0.024151,-0.001301,-0.009082,H_20Hz
0.006133,-0.025464,-0.004026,-0.010887,H_20Hz
0.006172,-0.028726,-0.0033,-0.007992,H_20Hz
0.006211,-0.028238,-0.002436,-0.005494,H_20Hz
0.00625,-0.024081,0.000304,-0.014529,H_20Hz
0.006289,-0.023234,0.004618,-0.016256,H_20Hz
0.006328,-0.020581,0.004634,-0.018491,H_20Hz
0.006367,-0.018626,0.001253,-0.018445,H_20Hz
0.006406,-0.018023,-0.004099,-0.011983,H_20Hz
0.006445,-0.013979,-0.009226,-0.010269,H_20Hz
0.006484,-0.012795,-0.00926,-0.008185,H_20Hz
0.006523,-0.013662,-0.006109,-0.010834,H_20Hz
0.006562,-0.01392,-0.004059,-0.009201,H_20Hz
0.006602,-0.015161,-0.004275,-0.011799,H_20Hz
0.006641,-0.022126,-0.009163,-0.017697,H_20Hz
0.00668,-0.024083,-0.017582,-0.008508,H_20Hz
0.006719,-0.019786,-0.023999,-0.010433,H_20Hz
0.006758,-0.021271,-0.027488,-0.016351,H_20Hz
0.006797,-0.016676,-0.028022,-0.016934,H_20Hz
0.006836,-0.013364,-0.026223,-0.024265,H_20Hz
0.006875,-0.013283,-0.021761,-0.029188,H_20Hz
0.006914,-0.011728,-0.021417,-0.031589,H_20Hz
0.006953,-0.013632,-0.023158,-0.024668,H_20Hz
0.006992,-0.015912,-0.024826,-0.019155,H_20Hz
0.007031,-0.020398,-0.027522,-0.016411,H_20Hz
0.00707,-0.025755,-0.024826,-0.011105,H_20Hz
0.007109,-0.033285,-0.025104,-0.016742,H_20Hz
0.007148,-0.034376,-0.023077,-0.017883,H_20Hz
0.007188,-0.036903,-0.018956,-0.017673,H_20Hz
0.007227,-0.042301,-0.019109,-0.02014,H_20Hz
0.007266,-0.036553,-0.019354,-0.019087,H_20Hz
0.007305,-0.034052,-0.019814,-0.021148,H_20Hz
0.007344,-0.033708,-0.017734,-0.021097,H_20Hz
0.007383,-0.026927,-0.015988,-0.013689,H_20Hz
0.007422,-0.027595,-0.013586,-0.017691,H_20Hz
0.007461,-0.034809,-0.012598,-0.025039,H_20Hz
0.0075,-0.027592,-0.010552,-0.01289,H_20Hz
0.007539,-0.021939,-0.008326,-0.016783,H_20Hz
0.007578,-0.026783,-0.009298,-0.023621,H_20Hz
0.007617,-0.024591,-0.01164,-0.011537,H_20Hz
0.007656,-0.023041,-0.016071,-0.01154,H_20Hz
0.007695,-0.026069,-0.014425,-0.018002,H_20Hz
0.007734,-0.027161,-0.014527,-0.015502,H_20Hz
0.007773,-0.024925,-0.022638,-0.011658,H_20Hz
0.007812,-0.025741,-0.028238,-0.017974,H_20Hz
0.007852,-0.023879,-0.032446,-0.019133,H_20Hz
0.007891,-0.015593,-0.039537,-0.009561,H_20Hz
0.00793,-0.013426,-0.043293,-0.010859,H_20Hz
0.007969,-0.017165,-0.042976,-0.016792,H_20Hz
0.008008,-0.012993,-0.038747,-0.017329,H_20Hz
0.008047,-0.005559,-0.032376,-0.020809,H_20Hz
0.008086,-0.009122,-0.029991,-0.025045,H_20Hz
0.008125,-0.01299,-0.035237,-0.029192,H_20Hz
0.008164,-0.009916,-0.042686,-0.025573,H_20Hz
0.008203,-0.006751,-0.04339,-0.015275,H_20Hz
0.008242,-0.007578,-0.047497,-0.015398,H_20Hz
0.008281,-0.004825,-0.050892,-0.014909,H_20Hz
0.00832,-0.002444,-0.047383,-0.009523,H_20Hz
0.008359,-0.005763,-0.043259,-0.012573,H_20Hz
0.008398,-0.002871,-0.03867,-0.017926,H_20Hz
0.008438,0.000073,-0.035566,-0.017655,H_20Hz
0.008477,-0.001776,-0.030837,-0.015079,H_20Hz
0.008516,-0.003098,-0.028098,-0.015655,H_20Hz
0.008555,-0.003287,-0.025878,-0.019495,H_20Hz
0.008594,-0.006097,-0.020249,-0.014276,H_20Hz
0.008633,-0.012456,-0.019778,-0.014529,H_20Hz
0.008672,-0.016973,-0.020295,-0.022401,H_20Hz
0.008711,-0.02374,-0.018612,-0.014662,H_20Hz
0.00875,-0.029015,-0.020991,-0.015155,H_20Hz
0.008789,-0.028887,-0.025503,-0.01944,H_20Hz
0.008828,-0.032187,-0.02875,-0.006315,H_20Hz
0.008867,-0.031372,-0.029654,-0.00239,H_20Hz
0.008906,-0.02678,-0.02734,-0.010969,H_20Hz
0.008945,-0.02671,-0.022651,-0.014209,H_20Hz
0.008984,-0.02595,-0.019364,-0.014922,H_20Hz
0.009023,-0.025104,-0.018174,-0.016879,H_20Hz
0.009062,-0.027192,-0.017198,-0.014441,H_20Hz
0.009102,-0.029821,-0.017096,-0.016117,H_20Hz
0.009141,-0.031174,-0.013882,-0.019147,H_20Hz
0.00918,-0.033366,-0.00387,-0.017372,H_20Hz
0.009219,-0.032634,0.002785,-0.022469,H_20Hz
0.009258,-0.031199,0.002271,-0.024142,H_20Hz
0.009297,-0.033491,0.001696,-0.026538,H_20Hz
0.009336,-0.032878,-0.002363,-0.028408,H_20Hz
0.009375,-0.025968,-0.009856,-0.023809,H_20Hz
0.009414,-0.023628,-0.015192,-0.024795,H_20Hz
0.009453,-0.025075,-0.020531,-0.019899,H_20Hz
0.009492,-0.013394,-0.024759,-0.016879,H_20Hz
0.009531,-0.005054,-0.023928,-0.015048,H_20Hz
0.00957,-0.006426,-0.022357,-0.013543,H_20Hz
0.009609,-0.005646,-0.020882,-0.018996,H_20Hz
0.009648,-0.009678,-0.016548,-0.021988,H_20Hz
0.009687,-0.016538,-0.013768,-0.022509,H_20Hz
0.009727,-0.021748,-0.016661,-0.015995,H_20Hz
0.009766,-0.019632,-0.020093,-0.018826,H_20Hz
0.009805,-0.013522,-0.022317,-0.019507,H_20Hz
0.009844,-0.010174,-0.028744,-0.015785,H_20Hz
0.009883,-0.00874,-0.035398,-0.016284,H_20Hz
0.009922,-0.008822,-0.040649,-0.009116,H_20Hz
0.009961,-0.010707,-0.042818,-0.015323,H_20Hz
0.01,-0.016533,-0.035942,-0.01586,H_20Hz
0.010039,-0.019084,-0.02564,-0.013893,H_20Hz
0.010078,-0.021575,-0.017716,-0.02263,H_20Hz
0.010117,-0.023587,-0.014674,-0.02287,H_20Hz
0.010156,-0.021434,-0.015728,-0.01654,H_20Hz
0.010195,-0.020948,-0.016836,-0.010376,H_20Hz
0.010234,-0.022308,-0.014988,-0.016524,H_20Hz
0.010273,-0.026544,-0.010691,-0.017808,H_20Hz
0.010313,-0.02986,-0.007915,-0.016582,H_20Hz
0.010352,-0.030189,-0.006587,-0.022806,H_20Hz
0.010391,-0.026456,-0.009518,-0.021784,H_20Hz
0.01043,-0.024338,-0.015779,-0.013251,H_20Hz
0.010469,-0.021237,-0.02071,-0.015891,H_20Hz
0.010508,-0.015082,-0.024168,-0.023467,H_20Hz
0.010547,-0.011992,-0.027368,-0.014334,H_20Hz
0.010586,-0.007209,-0.028684,-0.018653,H_20Hz
0.010625,-0.006638,-0.026978,-0.027708,H_20Hz
0.010664,-0.006192,-0.027356,-0.021538,H_20Hz
0.010703,-0.005863,-0.027528,-0.02172,H_20Hz
0.010742,-0.008792,-0.027906,-0.030365,H_20Hz
0.010781,-0.005355,-0.028612,-0.026065,H_20Hz
0.01082,-0.002341,-0.029623,-0.014918,H_20Hz
0.010859,-0.002834,-0.03182,-0.020952,H_20Hz
0.010898,-0.001964,-0.029864,-0.020222,H_20Hz
0.010938,0.000462,-0.028049,-0.015781,H_20Hz
0.010977,-0.000052,-0.027502,-0.019516,H_20Hz
0.011016,-0.005008,-0.029895,-0.020002,H_20Hz
0.011055,-0.007694,-0.036429,-0.018083,H_20Hz
0.011094,-0.006464,-0.040625,-0.011522,H_20Hz
0.011133,-0.007216,-0.038081,-0.010487,H_20Hz
0.011172,-0.011631,-0.03591,-0.019033,H_20Hz
0.011211,-0.014857,-0.034683,-0.019948,H_20Hz
0.01125,-0.020856,-0.024843,-0.016444,H_20Hz
0.011289,-0.027131,-0.018476,-0.021982,H_20Hz
0.011328,-0.027234,-0.014986,-0.017177,H_20Hz
0.011367,-0.028206,-0.006078,-0.007353,H_20Hz
0.011406,-0.030144,-0.005424,-0.010476,H_20Hz
0.011445,-0.027292,-0.012768,-0.013578,H_20Hz
0.011484,-0.022262,-0.01803,-0.008515,H_20Hz
0.011523,-0.015331,-0.019832,-0.005099,H_20Hz
0.011562,-0.009828,-0.01983,-0.011109,H_20Hz
0.011602,-0.009973,-0.018828,-0.011919,H_20Hz
0.011641,-0.006386,-0.01355,-0.018185,H_20Hz
0.01168,-0.008395,-0.008307,-0.029882,H_20Hz
0.011719,-0.013127,-0.005167,-0.021818,H_20Hz
0.011758,-0.011871,-0.002086,-0.018397,H_20Hz
0.011797,-0.014951,0.001937,-0.024478,H_20Hz
0.011836,-0.012738,0.007679,-0.020969,H_20Hz
0.011875,-0.004652,0.0105,-0.022615,H_20Hz
0.011914,-0.001469,0.012604,-0.027948,H_20Hz
0.011953,0.000109,0.009901,-0.025658,H_20Hz
0.011992,0.008839,0.001715,-0.023427,H_20Hz
0.012031,0.011245,-0.003388,-0.017828,H_20Hz
0.01207,0.005637,-0.011121,-0.008232,H_20Hz
0.012109,0.003588,-0.020592,-0.007897,H_20Hz
0.012148,-0.001529,-0.023272,-0.007121,H_20Hz
0.012188,-0.005862,-0.020228,-0.002569,H_20Hz
0.012227,-0.008995,-0.012738,-0.011556,H_20Hz
0.012266,-0.011939,-0.007213,-0.021782,H_20Hz
0.012305,-0.00957,-0.007039,-0.017363,H_20Hz
0.012344,-0.00704,-0.00685,-0.018688,H_20Hz
0.012383,-0.010892,-0.00669,-0.024858,H_20Hz
0.012422,-0.010764,-0.009718,-0.016114,H_20Hz
0.012461,-0.008925,-0.014797,-0.006811,H_20Hz
0.0125,-0.015277,-0.016727,-0.013459,H_20Hz
0.012539,-0.017053,-0.017414,-0.015027,H_20Hz
0.012578,-0.013057,-0.018404,-0.003588,H_20Hz
0.012617,-0.016841,-0.017648,-0.01297,H_20Hz
0.012656,-0.024446,-0.017402,-0.016985,H_20Hz
0.012695,-0.020963,-0.01781,-0.00201,H_20Hz
0.012734,-0.021563,-0.018552,-0.008702,H_20Hz
0.012773,-0.025652,-0.019984,-0.016116,H_20Hz
0.012813,-0.022663,-0.020224,-0.012488,H_20Hz
0.012852,-0.017451,-0.015842,-0.010588,H_20Hz
0.012891,-0.008861,-0.010886,-0.016818,H_20Hz
0.01293,-0.011174,-0.013511,-0.023879,H_20Hz
0.012969,-0.011033,-0.015258,-0.017887,H_20Hz
0.013008,-0.014103,-0.015089,-0.012473,H_20Hz
0.013047,-0.021644,-0.016684,-0.004929,H_20Hz
0.013086,-0.016462,-0.018032,-0.007851,H_20Hz
0.013125,-0.016996,-0.023311,-0.015463,H_20Hz
0.013164,-0.017326,-0.022849,-0.003816,H_20Hz
0.013203,-0.01317,-0.019748,-0.008113,H_20Hz
0.013242,-0.009293,-0.021389,-0.019988,H_20Hz
0.013281,-0.007398,-0.019987,-0.009031,H_20Hz
0.01332,-0.004105,-0.0194,-0.007542,H_20Hz
0.013359,-0.002268,-0.022317,-0.01702,H_20Hz
0.013398,-0.007416,-0.022116,-0.006176,H_20Hz
0.013437,-0.0115,-0.019841,0.001144,H_20Hz
0.013477,-0.014484,-0.014356,-0.015731,H_20Hz
0.013516,-0.01982,0.000389,-0.01536,H_20Hz
0.013555,-0.023649,0.012722,-0.008261,H_20Hz
0.013594,-0.021943,0.013023,-0.026035,H_20Hz
0.013633,-0.023129,0.011297,-0.029746,H_20Hz
0.013672,-0.021529,0.006167,-0.018494,H_20Hz
0.013711,-0.014446,-0.006802,-0.015591,H_20Hz
0.01375,-0.013529,-0.013297,-0.018953,H_20Hz
0.013789,-0.01803,-0.014268,-0.018528,H_20Hz
0.013828,-0.016661,-0.012821,-0.013911,H_20Hz
0.013867,-0.017393,-0.003145,-0.016597,H_20Hz
0.013906,-0.023861,0.002518,-0.017805,H_20Hz
0.013945,-0.020914,-0.000089,-0.018473,H_20Hz
0.013984,-0.018439,-0.002113,-0.015743,H_20Hz
0.014023,-0.017825,-0.003868,-0.011981,H_20Hz
0.014063,-0.020316,-0.009475,-0.013778,H_20Hz
0.014102,-0.028975,-0.013096,-0.014633,H_20Hz
0.014141,-0.031159,-0.012963,-0.020219,H_20Hz
0.01418,-0.028623,-0.013657,-0.02373,H_20Hz
0.014219,-0.026038,-0.013249,-0.016242,H_20Hz
0.014258,-0.025972,-0.016514,-0.016946,H_20Hz
0.014297,-0.022965,-0.019401,-0.025135,H_20Hz
0.014336,-0.016473,-0.016381,-0.020783,H_20Hz
0.014375,-0.01477,-0.01205,-0.015301,H_20Hz
0.014414,-0.017698,-0.010931,-0.018936,H_20Hz
0.014453,-0.02152,-0.014203,-0.020727,H_20Hz
0.014492,-0.022736,-0.017153,-0.016727,H_20Hz
0.014531,-0.020742,-0.019938,-0.013246,H_20Hz
0.01457,-0.019717,-0.02492,-0.011112,H_20Hz
0.014609,-0.020724,-0.031157,-0.010512,H_20Hz
0.014648,-0.019537,-0.031174,-0.007481,H_20Hz
0.014688,-0.019163,-0.029174,-0.008527,H_20Hz
0.014727,-0.018029,-0.023414,-0.013833,H_20Hz
0.014766,-0.019273,-0.016147,-0.017388,H_20Hz
0.014805,-0.020403,-0.01559,-0.021009,H_20Hz
0.014844,-0.019261,-0.014839,-0.016064,H_20Hz
0.014883,-0.022819,-0.016904,-0.013508,H_20Hz
0.014922,-0.023035,-0.01917,-0.013712,H_20Hz
0.014961,-0.02118,-0.017263,-0.015432,H_20Hz
0.015,-0.022229,-0.011187,-0.017738,H_20Hz
0.015039,-0.02463,-0.011899,-0.014417,H_20Hz
0.015078,-0.025747,-0.017448,-0.015182,H_20Hz
0.015117,-0.030515,-0.01971,-0.019263,H_20Hz
0.015156,-0.03017,-0.019798,-0.017288,H_20Hz
0.015195,-0.023509,-0.01493,-0.011694,H_20Hz
0.015234,-0.024904,-0.011409,-0.019492,H_20Hz
0.015273,-0.022383,-0.004494,-0.023952,H_20Hz
0.015312,-0.018813,0.001567,-0.021012,H_20Hz
0.015352,-0.015553,0.003361,-0.021112,H_20Hz
0.015391,-0.012775,0.004914,-0.020444,H_20Hz
0.01543,-0.017746,0.002529,-0.024135,H_20Hz
0.015469,-0.018556,-0.001851,-0.020625,H_20Hz
0.015508,-0.016524,-0.001913,-0.020197,H_20Hz
0.015547,-0.022188,-0.00038,-0.025339,H_20Hz
0.015586,-0.024686,-0.002795,-0.021206,H_20Hz
0.015625,-0.01177,-0.006988,-0.018111,H_20Hz
0.015664,-0.007161,-0.016836,-0.020172,H_20Hz
0.015703,-0.010278,-0.027415,-0.017452,H_20Hz
0.015742,-0.002624,-0.036572,-0.006401,H_20Hz
0.015781,-0.00444,-0.039665,-0.005427,H_20Hz
0.01582,-0.017689,-0.034361,-0.014492,H_20Hz
0.015859,-0.022883,-0.029524,-0.01487,H_20Hz
0.015898,-0.02101,-0.023901,-0.018463,H_20Hz
0.015938,-0.02592,-0.023244,-0.025151,H_20Hz
0.015977,-0.028311,-0.029045,-0.019127,H_20Hz
0.016016,-0.02426,-0.033631,-0.014374,H_20Hz
0.016055,-0.026227,-0.034365,-0.014413,H_20Hz
0.016094,-0.026434,-0.035909,-0.011077,H_20Hz
0.016133,-0.021346,-0.036404,-0.013157,H_20Hz
0.016172,-0.015354,-0.034772,-0.021833,H_20Hz
0.016211,-0.011729,-0.037338,-0.020489,H_20Hz
0.01625,-0.011765,-0.041914,-0.015161,H_20Hz
0.016289,-0.012181,-0.046999,-0.01732,H_20Hz
0.016328,-0.014906,-0.048891,-0.011726,H_20Hz
0.016367,-0.022699,-0.044336,-0.0053,H_20Hz
0.016406,-0.02577,-0.035306,-0.009624,H_20Hz
0.016445,-0.025482,-0.024806,-0.013677,H_20Hz
0.016484,-0.028358,-0.014423,-0.009728,H_20Hz
0.016523,-0.023414,-0.006462,-0.012294,H_20Hz
0.016563,-0.014739,-0.004345,-0.018057,H_20Hz
0.016602,-0.012157,-0.009439,-0.012742,H_20Hz
0.016641,-0.009205,-0.016207,-0.009266,H_20Hz
0.01668,-0.003122,-0.021268,-0.006742,H_20Hz
0.016719,-0.003212,-0.025454,-0.00536,H_20Hz
0.016758,-0.01029,-0.023861,-0.009242,H_20Hz
0.016797,-0.016111,-0.019544,-0.013639,H_20Hz
0.016836,-0.02038,-0.011814,-0.020233,H_20Hz
0.016875,-0.028028,-0.005157,-0.024625,H_20Hz
0.016914,-0.033398,-0.004719,-0.025162,H_20Hz
0.016953,-0.034791,-0.006224,-0.019953,H_20Hz
0.016992,-0.034441,-0.010484,-0.010539,H_20Hz
0.017031,-0.02416,-0.010716,-0.01015,H_20Hz
0.01707,-0.017136,-0.005593,-0.011261,H_20Hz
0.017109,-0.016594,-0.002202,-0.012552,H_20Hz
0.017148,-0.012658,-0.002356,-0.015873,H_20Hz
0.017188,-0.01071,-0.002359,-0.016062,H_20Hz
0.017227,-0.009672,-0.005479,-0.012953,H_20Hz
0.017266,-0.009818,-0.01043,-0.011528,H_20Hz
0.017305,-0.014304,-0.010606,-0.012893,H_20Hz
0.017344,-0.022357,-0.010417,-0.007976,H_20Hz
0.017383,-0.027978,-0.010446,-0.011638,H_20Hz
0.017422,-0.037396,-0.009926,-0.014054,H_20Hz
0.017461,-0.046507,-0.008162,-0.016447,H_20Hz
0.0175,-0.043803,-0.007639,-0.019184,H_20Hz
0.017539,-0.042529,-0.01087,-0.010782,H_20Hz
0.017578,-0.039874,-0.012944,-0.011637,H_20Hz
0.017617,-0.033769,-0.014295,-0.012589,H_20Hz
0.017656,-0.032363,-0.013681,-0.01146,H_20Hz
0.017695,-0.029378,-0.005385,-0.010469,H_20Hz
0.017734,-0.023822,0.004479,-0.016329,H_20Hz
0.017773,-0.020689,0.010864,-0.025209,H_20Hz
0.017813,-0.021586,0.015709,-0.020742,H_20Hz
0.017852,-0.0212,0.016669,-0.017859,H_20Hz
0.017891,-0.022198,0.014617,-0.017363,H_20Hz
0.01793,-0.026851,0.012482,-0.011396,H_20Hz
0.017969,-0.028997,0.011156,-0.012442,H_20Hz
0.018008,-0.031744,0.009628,-0.023251,H_20Hz
0.018047,-0.029512,0.008547,-0.018081,H_20Hz
0.018086,-0.021934,0.010217,-0.019352,H_20Hz
0.018125,-0.017102,0.014042,-0.033199,H_20Hz
0.018164,-0.010007,0.014286,-0.021556,H_20Hz
0.018203,-0.002053,0.00876,-0.014253,H_20Hz
0.018242,0.000706,0.003832,-0.017163,H_20Hz
0.018281,-0.000051,-0.001006,-0.010682,H_20Hz
